doi,n_records_merged,source_dbs,chosen_db,chosen_record_id,year,title_first50
10.1016/j.fct.2012.06.049,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000309897100037,2012,Effect of decursinol angelate on the pharmacokinet
10.1016/j.fct.2012.09.013,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000315078300004,2013,Selective inhibitory effects of mollugin on CYP1A2
10.1016/j.fct.2012.10.008,1,PubMed,PubMed,PubMed:23085095,2013,The exposure of highly toxic aconitine does not si
10.1016/j.fct.2012.10.012,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000315078300043,2013,Cytochrome P450-mediated herb-drug interaction pot
10.1016/j.fct.2012.11.012,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000314482300016,2013,Herb-drug interaction of Fucus vesiculosus extract
10.1016/j.fct.2013.03.041,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000320498300033,2013,Inhibitory effects of gypenosides on seven human c
10.1016/j.fct.2013.05.025,1,Scopus,Scopus,Scopus:2-s2.0-84879813738,2013,Effects of Korean red ginseng extract on acute ren
10.1016/j.fct.2013.06.055,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000324280000069,2013,Selective inhibition of the cytochrome P450 isofor
10.1016/j.fct.2013.07.041,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000325231700018,2013,Investigating herb-drug interactions: The effect o
10.1016/j.fct.2013.11.028,2,Scopus;WoS,WoS,WoS:WOS:000331419100017,2014,Steviol glucuronidation and its potential interact
10.1016/j.fct.2014.03.028,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84898688761,2014,A study of Semen Strychni-induced renal injury and
10.1016/j.fct.2014.04.023,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000338817900032,2014,Potent inhibitory effect of alpha-viniferin on hum
10.1016/j.fct.2014.06.020,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000343630800003,2014,Evaluation of the in vitro/in vivo potential of fi
10.1016/j.fct.2015.04.024,3,OpenAlex;PubMed;Scopus,Scopus,Scopus:2-s2.0-84929146622,2015,In vitro inhibition of human cytochrome P450 by cu
10.1016/j.fct.2016.02.007,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000373549100013,2016,Assessment of the inhibition potential of Licochal
10.1016/j.fct.2016.07.024,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85026457792,2017,Kidney toxicity related to herbs and dietary suppl
10.1016/j.fct.2017.07.012,1,PubMed,PubMed,PubMed:28689063,2017,Proanthocyanidins from Uncaria rhynchophylla induc
10.1016/j.fct.2017.07.019,1,Scopus,Scopus,Scopus:2-s2.0-85023638775,2017,Panax ginseng and Panax quinquefolius: From pharma
10.1016/j.fct.2018.02.051,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000443664200037,2018,Effects of Danshen capsules on the pharmacokinetic
10.1016/j.fct.2018.03.011,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000432644400016,2018,Effects of Paullinia cupana extract on lamotrigine
10.1016/j.fct.2018.07.058,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000447482200066,2018,Identification and characterization of in vitro in
10.1016/j.fct.2018.08.062,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000449242800020,2018,Follow that botanical: Challenges and recommendati
10.1016/j.fct.2018.08.069,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000449242800018,2018,Evaluation of the effects of Citrus aurantium (bit
10.1016/j.fct.2018.09.056,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000449893700005,2018,"Dietary effects of Sideritis scardica ""mountain te"
10.1016/j.fct.2019.03.051,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000468712200007,2019,Short-term effects of Garcinia cambogia extract on
10.1016/j.fct.2019.05.013,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000472589200004,2019,Effects of short-term saffron (Crocus sativus L.) 
10.1016/j.fct.2019.110645,1,Scopus,Scopus,Scopus:2-s2.0-85068222363,2019,Revisiting silibinin as a novobiocin-like Hsp90 C-
10.1016/j.fct.2020.111960,1,PubMed,PubMed,PubMed:33385512,2021,"Synergistic cytotoxicity of erianin, a bisbenzyl i"
10.1016/j.fct.2021.111998,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000632256600015,2021,Inhibition of drug-metabolizing enzymes by Qingfei
10.1016/j.fct.2021.112432,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000698511700003,2021,Herb-drug interactions and toxicity: Underscoring 
10.1016/j.fct.2021.112762,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85120918125,2022,Unpredictable adverse effects of herbal products
10.1016/j.fct.2024.114537,1,Scopus,Scopus,Scopus:2-s2.0-85188083513,2024,Advancing botanical safety: A strategy for selecti
10.1016/j.fct.2024.114983,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001386404700001,2024,Inhibitory effects of flavonoids on organic cation
10.1016/j.fitote.2009.06.011,1,Scopus,Scopus,Scopus:2-s2.0-70349832696,2009,Effects of isopulegol on pentylenetetrazol-induced
10.1016/j.fitote.2010.01.004,1,Scopus,Scopus,Scopus:2-s2.0-77955712558,2010,Comparative pharmacokinetics of baicalin in plasma
10.1016/j.fitote.2010.11.009,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000288354700012,2011,Metabolism mediated interaction of α-asarone and A
10.1016/j.fitote.2010.11.012,1,Scopus,Scopus,Scopus:2-s2.0-79951679427,2011,Intestinal absorption of forsythoside A in differe
10.1016/j.fitote.2010.12.004,1,Scopus,Scopus,Scopus:2-s2.0-79951675974,2011,Comparative pharmacokinetics of paeoniflorin in pl
10.1016/j.fitote.2011.01.011,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-79955473621,2011,Inhibitory effect of tanshinones on rat CYP3A2 and
10.1016/j.fitote.2011.04.015,1,Scopus,Scopus,Scopus:2-s2.0-79960105959,2011,Comparative pharmacokinetic and bioavailability st
10.1016/j.fitote.2011.07.014,1,PubMed,PubMed,PubMed:21835230,2011,An in vivo analysis of the therapeutic and synergi
10.1016/j.fitote.2011.08.009,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-80054890056,2011,In vitro metabolism in Sprague-Dawley rat liver mi
10.1016/j.fitote.2011.10.001,1,Scopus,Scopus,Scopus:2-s2.0-83055178731,2012,Comparative pharmacokinetics of three triterpene a
10.1016/j.fitote.2011.12.009,1,Scopus,Scopus,Scopus:2-s2.0-84855987226,2012,Comparative pharmacokinetic study of paeoniflorin 
10.1016/j.fitote.2012.02.010,1,Scopus,Scopus,Scopus:2-s2.0-84862822420,2012,Isorhynchophylline: A plant alkaloid with therapeu
10.1016/j.fitote.2012.03.011,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84861687040,2012,Mechanism-based CYP2D6 inactivation by acridone al
10.1016/j.fitote.2012.05.009,1,Scopus,Scopus,Scopus:2-s2.0-84863984761,2012,Study on the hypoglycemic activities and metabolis
10.1016/j.fitote.2012.06.008,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84865473524,2012,Phenylpropanoids of Alpinia galanga as efflux pump
10.1016/j.fitote.2012.08.004,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000312916400017,2012,Strong inhibition of deoxyschizandrin and schisant
10.1016/j.fitote.2012.08.012,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000312916400025,2012,The influence of essential oil of aniseed (Pimpine
10.1016/j.fitote.2013.01.002,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000317172000016,2013,Cryptotanshinone and dihydrotanshinone I exhibit s
10.1016/j.fitote.2013.01.007,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000317172000021,2013,"In vitro permeability analysis, pharmacokinetic an"
10.1016/j.fitote.2013.04.006,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000321599600009,2013,Systematic review of recent advances in pharmacoki
10.1016/j.fitote.2013.05.019,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000323856500011,2013,Effects of rhinacanthin-C on function and expressi
10.1016/j.fitote.2013.06.006,1,PubMed,PubMed,PubMed:23769935,2013,Xanthine oxidase inhibitory lanostanoids from Gano
10.1016/j.fitote.2013.06.017,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84884481451,2013,Zingerone inhibit biofilm formation and improve an
10.1016/j.fitote.2013.10.004,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000331420300001,2014,Inhibitory effects of celastrol on rat liver cytoc
10.1016/j.fitote.2013.10.010,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000331420300018,2014,Synergy effects of herb extracts: Pharmacokinetics
10.1016/j.fitote.2013.11.009,2,Scopus;WoS,WoS,WoS:WOS:000331420300026,2014,Inhibition of human organic cation transporters by
10.1016/j.fitote.2014.05.020,1,Scopus,Scopus,Scopus:2-s2.0-84902662754,2014,Triterpene saponins from the roots of Ilex pubesce
10.1016/j.fitote.2014.05.023,1,Scopus,Scopus,Scopus:2-s2.0-84903211977,2014,Identification and distribution of four metabolite
10.1016/j.fitote.2014.07.018,2,Scopus;WoS,WoS,WoS:WOS:000343617600018,2014,Evaluation of genipin on human cytochrome P450 iso
10.1016/j.fitote.2015.03.007,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000356738800008,2015,Isoxanthohumol - Biologically active hop flavonoid
10.1016/j.fitote.2015.07.001,1,Scopus,Scopus,Scopus:2-s2.0-84937204684,2015,Metabolism of Chuanxiong Rhizoma decoction: Identi
10.1016/j.fitote.2015.09.005,1,Scopus,Scopus,Scopus:2-s2.0-84941350577,2015,In vivo metabolite identification of bakuchiol in 
10.1016/j.fitote.2015.10.008,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000367113000007,2015,Evaluation of the impact of cantharidin on rat CYP
10.1016/j.fitote.2016.04.011,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000377834300020,2016,Significant inhibitory impact of dibenzyl trisulfi
10.1016/j.fitote.2016.05.007,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000380865400008,2016,The inhibitory effects of nor-oleanane triterpenoi
10.1016/j.fitote.2016.06.017,1,Scopus,Scopus,Scopus:2-s2.0-84976878203,2016,Quantitatively metabolic profiles of salvianolic a
10.1016/j.fitote.2016.09.019,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84991824750,2016,The antihypercholesterolemic effect of columbamine
10.1016/j.fitote.2016.11.017,1,Scopus,Scopus,Scopus:2-s2.0-85012248480,2017,Identification of human UDP-glucuronosyltransferas
10.1016/j.fitote.2017.01.009,1,Scopus,Scopus,Scopus:2-s2.0-85011092609,2017,Metabolites of curculigoside in rats and their ant
10.1016/j.fitote.2017.03.010,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000404307800005,2017,Inhibition of human CYP3A4 and CYP3A5 enzymes by g
10.1016/j.fitote.2018.07.005,1,Scopus,Scopus,Scopus:2-s2.0-85049798050,2018,Rapid profiling and pharmacokinetic studies of mul
10.1016/j.fitote.2018.08.024,1,Scopus,Scopus,Scopus:2-s2.0-85052893023,2018,Two novel terpenoids from the cultured Perovskia a
10.1016/j.fitote.2019.02.005,1,PubMed,PubMed,PubMed:30731149,2019,The antagonism between apigenin and protoapigenone
10.1016/j.fitote.2019.104342,1,Scopus,Scopus,Scopus:2-s2.0-85071847802,2019,A new cerebroside from cordyceps militaris with an
10.1016/j.fitote.2021.104858,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000670372000005,2021,The inhibitory effect of 225 frequently-used tradi
10.1016/j.fitote.2023.105491,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85151459411,2023,New eudesmanolides from Artemisia verlotorum and t
10.1016/j.fitote.2023.105561,1,Scopus,Scopus,Scopus:2-s2.0-85162019685,2023,"Kalopanax septemlobus: its phytochemistry, pharmac"
10.1016/j.fitote.2023.105591,1,Scopus,Scopus,Scopus:2-s2.0-85162073983,2023,Chemical constituents from Acorus calamus with pot
10.1016/j.fitote.2023.105607,1,Scopus,Scopus,Scopus:2-s2.0-85165093962,2023,Investigations of the gingerol oil colon targeting
10.1016/j.fitote.2023.105700,1,Scopus,Scopus,Scopus:2-s2.0-85174742087,2023,Chemical constituents from Eupatorium fortunei and
10.1016/j.fitote.2023.105704,1,Scopus,Scopus,Scopus:2-s2.0-85174808248,2023,Active ingredients of Erhuang Quzhi Granules for t
10.1016/j.fitote.2023.105778,2,Scopus;WoS,WoS,WoS:WOS:001166186500001,2024,Transcriptome analysis of the mechanism of endophy
10.1016/j.fitote.2024.105925,1,Scopus,Scopus,Scopus:2-s2.0-85189502411,2024,Chemometric guided isolation of new triterpenoid s
10.1016/j.fitote.2024.106004,2,Scopus;WoS,WoS,WoS:WOS:001294501000001,2024,Standardization parameters and synergism of source
10.1016/j.fitote.2024.106117,1,Scopus,Scopus,Scopus:2-s2.0-85199962000,2024,"Network pharmacology, molecular docking and experi"
10.1016/j.fitote.2024.106206,1,Scopus,Scopus,Scopus:2-s2.0-85203529303,2024,Comprehensive review of Hesperetin: Advancements i
10.1016/j.fitote.2024.106243,1,WoS,WoS,WoS:WOS:001336629000001,2024,A greener side of health care: Revisiting phytomed
10.1016/j.fitote.2025.106456,1,Scopus,Scopus,Scopus:2-s2.0-85219395107,2025,Chuanxiong Rhizoma extracts alleviate hyperuricaem
10.1016/j.fitote.2025.106458,1,Scopus,Scopus,Scopus:2-s2.0-86000525629,2025,The efficacy and mechanisms of Maiguanfukang Table
10.1016/j.fitote.2025.106514,1,Scopus,Scopus,Scopus:2-s2.0-105002789226,2025,"Absorption, distribution, metabolism, and excretio"
10.1016/j.fitote.2025.106534,1,Scopus,Scopus,Scopus:2-s2.0-105002057222,2025,The key active ingredients identification and phar
10.1016/j.fitote.2025.106564,1,WoS,WoS,WoS:WOS:001498099800001,2025,Study on the pharmacokinetics and brain tissue dis
10.1016/j.fitote.2025.106711,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-105009274503,2025,Synergistic mechanisms of Banxia Xiexin decoction 
10.1016/j.fitote.2025.106723,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001532885900001,2025,Tissue distribution of seven coptidis alkaloids in
10.1016/j.fitote.2025.106746,1,Scopus,Scopus,Scopus:2-s2.0-105011377947,2025,Casticin: A natural flavonoid with promising pharm
10.1016/j.fitote.2025.106774,1,PubMed,PubMed,PubMed:40744130,2025,Synergistic effects of Coptis rhizome and rhubarb 
10.1016/j.fitote.2025.106795,1,Scopus,Scopus,Scopus:2-s2.0-105012778263,2025,Exploring the therapeutic potential of rosemary in
10.1016/j.fitote.2025.106805,1,PubMed,PubMed,PubMed:40803452,2025,GC-MS-driven network pharmacology analysis reveals
10.1016/j.fitote.2025.106844,1,Scopus,Scopus,Scopus:2-s2.0-105013847027,2025,Evaluating the therapeutic effect of Moutan Cortex
10.1016/j.fitote.2025.106934,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-105020575838,2025,Elucidation of the compatibility mechanism of Yuan
10.1016/j.fitote.2025.107039,1,PubMed,PubMed,PubMed:41412301,2026,Herb-immunosuppressive drug interactions: Implicat
10.1016/j.focha.2023.100199,1,Scopus,Scopus,Scopus:2-s2.0-85149988444,2023,In vitro and in vivo evaluation of antidiabetic po
10.1016/j.fochms.2024.100237,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001420842900001,2025,"Evaluation of bioaccessibility, metabolic clearanc"
10.1016/j.foodchem.2011.10.079,1,Scopus,Scopus,Scopus:2-s2.0-84355162826,2012,Pharmacokinetic study of mangiferin in human plasm
10.1016/j.foodchem.2012.07.061,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84865322389,2012,Liquorice reduced cyclosporine bioavailability by 
10.1016/j.foodchem.2012.08.069,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000314193500024,2013,In vitro and in vivo assessment of cytochrome P450
10.1016/j.foodchem.2012.09.059,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000313924900001,2013,An isoquinoline alkaloid from the Chinese herbal p
10.1016/j.foodchem.2014.03.132,1,Scopus,Scopus,Scopus:2-s2.0-84899857281,2014,Coffee with cinnamon - Impact of phytochemicals in
10.1016/j.foodchem.2015.07.040,1,Scopus,Scopus,Scopus:2-s2.0-84937203865,2016,Study on chemical profiles and metabolites of Alli
10.1016/j.foodchem.2021.131853,1,Scopus,Scopus,Scopus:2-s2.0-85122163932,2022,Exploration of Osmanthus fragrans Lour.'s composit
10.1016/j.foodchem.2022.133600,1,Scopus,Scopus,Scopus:2-s2.0-85133222650,2022,"A review on phytochemicals, metabolic profiles and"
10.1016/j.foodchem.2024.141371,2,Scopus;WoS,WoS,WoS:WOS:001327775800001,2025,Bioavailability and interactions of schisandrin B 
10.1016/j.foodchem.2025.147093,1,Scopus,Scopus,Scopus:2-s2.0-105021808200,2025,Occurrence of Maillard reaction products during gr
10.1016/j.foodres.2017.03.023,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85015879530,2017,Investigation of the interaction for three Citrus 
10.1016/j.foodres.2017.07.031,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000412233600056,2017,"Herbal products containing Hibiscus sabdariffa L.,"
10.1016/j.freeradbiomed.2008.10.050,1,PubMed,PubMed,PubMed:19056485,2009,Synergistic induction of heme oxygenase-1 by the c
10.1016/j.freeradbiomed.2025.05.415,1,Scopus,Scopus,Scopus:2-s2.0-105005957554,2025,Tetramethylpyrazine: A fermented alcohol product t
10.1016/j.fsi.2023.108946,3,OpenAlex;PubMed;Scopus,Scopus,Scopus:2-s2.0-85165353542,2023,Effects of Chinese herbal medicines on growth perf
10.1016/j.gene.2011.11.029,1,Scopus,Scopus,Scopus:2-s2.0-84862817571,2012,Isolation and molecular characterisation of flavon
10.1016/j.gene.2013.05.073,1,PubMed,PubMed,PubMed:23756193,2013,Analysis of the Dendrobium officinale transcriptom
10.1016/j.gene.2013.09.045,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84887258606,2014,Expression profiling of the triterpene saponin bio
10.1016/j.gene.2017.11.067,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85037355793,2018,Diverse responses of tanshinone biosynthesis to bi
10.1016/j.gene.2020.144961,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000564694000016,2020,Full-length sequencing of ginkgo transcriptomes fo
10.1016/j.gene.2023.147426,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85152132227,2023,Pinellia genus: A systematic review of active ingr
10.1016/j.gene.2023.147757,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001071817000001,2023,Transcriptome analysis provides insights into coum
10.1016/j.gene.2023.148094,1,Scopus,Scopus,Scopus:2-s2.0-85181906214,2024,Endophytic fungus Penicillium steckii DF33 promote
10.1016/j.gerinurse.2006.02.014,1,Scopus,Scopus,Scopus:2-s2.0-33645907535,2006,"Herbal, Prescribed, and Over-the-Counter Drug Use "
10.1016/j.gerinurse.2020.05.001,2,Scopus;WoS,WoS,WoS:WOS:000604754100051,2020,Rethinking potentially inappropriate medication us
10.1016/j.heliyon.2019.e02565,2,Scopus;WoS,WoS,WoS:WOS:000494641300183,2019,The pharmacokinetic properties of HIV-1 protease i
10.1016/j.heliyon.2021.e08498,3,OpenAlex;PubMed;Scopus,Scopus,Scopus:2-s2.0-85120845920,2021,Modulatory effects of Benjakul extract on rat hepa
10.1016/j.heliyon.2023.e13840,1,WoS,WoS,WoS:WOS:000969054500001,2023,Bufalin reverses ABCB1-mediated resistance to doce
10.1016/j.heliyon.2023.e22650,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001147624300001,2023,Virtual screening combined with experimental verif
10.1016/j.heliyon.2023.e22970,2,Scopus;WoS,WoS,WoS:WOS:001140986200001,2023,Parishin treatment alleviates cardiac aging in nat
10.1016/j.heliyon.2024.e27082,1,WoS,WoS,WoS:WOS:001204029400001,2024,Jianpi Jiedu decoction reverses 5-fluorouracil res
10.1016/j.heliyon.2024.e29977,2,Scopus;WoS,WoS,WoS:WOS:001239285100001,2024,Network pharmacology-based analysis on the key mec
10.1016/j.heliyon.2024.e34820,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001298736000001,2024,The anti-COVID-19 drug nirmatrelvir crosses the bl
10.1016/j.heliyon.2024.e35070,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001281205000001,2024,Assessment of metabolic interaction between curcum
10.1016/j.heliyon.2024.e37641,2,Scopus;WoS,WoS,WoS:WOS:001317504500001,2024,Exploring the therapeutic potential of medicinal p
10.1016/j.heliyon.2024.e38726,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85209548703,2024,Reveal the potent antidepressant effects of Zhi-Zi
10.1016/j.hermed.2018.01.006,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000439896400006,2018,Adverse reactions of herbal medicine-A quantitativ
10.1016/j.hermed.2018.10.008,1,WoS,WoS,WoS:WOS:000453271600005,2018,HPLC/ LC-MS guided phytochemical and in vitro scre
10.1016/j.hermed.2020.100413,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000765112000005,2021,Attitudes and Beliefs towards Herbal Medicines in 
10.1016/j.hermed.2021.100421,2,Scopus;WoS,WoS,WoS:WOS:000635277800007,2021,Interactive effects of Andrographis paniculata ext
10.1016/j.hermed.2021.100470,1,Scopus,Scopus,Scopus:2-s2.0-85109114580,2021,Shenrong Wuzi Pill affects the pathway of thyroid 
10.1016/j.hermed.2021.100487,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000702695700008,2021,Herbal product use patterns and possible herb-drug
10.1016/j.hermed.2021.100500,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000719764900001,2021,The use of herbal medicines and conventional drugs
10.1016/j.hermed.2022.100608,1,Scopus,Scopus,Scopus:2-s2.0-85140464117,2022,Network pharmacology-based analysis of the mechani
10.1016/j.hermed.2023.100773,1,Scopus,Scopus,Scopus:2-s2.0-85174683928,2023,Medicinal Potentials of Strobilanthes crispus (L.)
10.1016/j.hermed.2023.100784,1,Scopus,Scopus,Scopus:2-s2.0-85183554712,2024,Chemical Space of Small Molecule Exploration for t
10.1016/j.hermed.2023.100835,1,Scopus,Scopus,Scopus:2-s2.0-85181654138,2024,"Evaluation of the Efficacy, Safety, and Mechanism "
10.1016/j.hermed.2024.100865,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001217970900001,2024,Exploring the Potential of Herbal Remedies in Indo
10.1016/j.hlc.2011.01.013,2,Scopus;WoS,WoS,WoS:WOS:000290695400003,2011,Use of Complementary Medicines by Cardiac Surgery 
10.1016/j.hoc.2008.04.012,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-47049088074,2008,Dietary Supplement Use in Cancer Care: Help or Har
10.1016/j.hoc.2011.09.004,1,Scopus,Scopus,Scopus:2-s2.0-80755159112,2011,Chronic Myeloid Leukemia: Mechanisms of Resistance
10.1016/j.ijans.2022.100409,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-85126991795,2022,Herb-drug interactions: Perception and revelations
10.1016/j.ijans.2025.100960,1,OpenAlex,OpenAlex,OpenAlex:W7117298476,2025,A community-based behavioural change intervention 
10.1016/j.ijantimicag.2013.12.009,3,OpenAlex;PubMed;WoS,WoS,WoS:WOS:000335381600001,2014,Combination of fluconazole with non-antifungal age
10.1016/j.ijantimicag.2018.08.021,1,PubMed,PubMed,PubMed:30176356,2019,"Isovalerylshikonin, a new resistance-modifying age"
10.1016/j.ijantimicag.2020.106098,1,PubMed,PubMed,PubMed:32707171,2020,Synergism of sophoraflavanone G with norfloxacin a
10.1016/j.ijantimicag.2021.106394,1,PubMed,PubMed,PubMed:34197906,2021,Artemisinin elevates ergosterol levels of Candida 
10.1016/j.ijbiomac.2005.06.007,1,WoS,WoS,WoS:WOS:000231765900006,2005,"Isolation, purification and structural investigati"
10.1016/j.ijbiomac.2010.02.004,1,PubMed,PubMed,PubMed:20149818,2010,Astragalus polysaccharide and oxymatrine can syner
10.1016/j.ijbiomac.2010.05.017,1,PubMed,PubMed,PubMed:20562020,2010,Epimedium polysaccharide and propolis flavone can 
10.1016/j.ijbiomac.2011.01.005,1,PubMed,PubMed,PubMed:21238483,2011,Epimedium polysaccharide and propolis flavone can 
10.1016/j.ijbiomac.2016.07.098,1,Scopus,Scopus,Scopus:2-s2.0-84982851438,2016,"Konjac glucomannan, a promising polysaccharide of "
10.1016/j.ijbiomac.2017.06.035,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85021109729,2017,Lycium barbarum polysaccharide alleviates nonylphe
10.1016/j.ijbiomac.2018.07.179,1,Scopus,Scopus,Scopus:2-s2.0-85050878681,2018,The influence of polysaccharides from Ophiopogon j
10.1016/j.ijbiomac.2019.12.001,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000510955500001,2020,Proteoglycan isolated from Corbicula fluminea exer
10.1016/j.ijbiomac.2019.12.057,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000515212500036,2020,The study of inhibitory effect of natural flavonoi
10.1016/j.ijbiomac.2020.04.227,1,Scopus,Scopus,Scopus:2-s2.0-85085898454,2020,Natural soluble epoxide hydrolase inhibitors from 
10.1016/j.ijbiomac.2020.09.199,1,PubMed,PubMed,PubMed:33002533,2020,Synergistic immunomodulatory effect of complex pol
10.1016/j.ijbiomac.2020.10.029,1,Scopus,Scopus,Scopus:2-s2.0-85093952328,2020,"PL-S2, a homogeneous polysaccharide from Radix Pue"
10.1016/j.ijbiomac.2021.03.073,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85102618937,2021,A broad-spectrum substrate for the human UDP-glucu
10.1016/j.ijbiomac.2021.07.008,1,Scopus,Scopus,Scopus:2-s2.0-85109132085,2021,Anti-hypertensive and cardioprotective activities 
10.1016/j.ijbiomac.2021.10.037,1,Scopus,Scopus,Scopus:2-s2.0-85118127295,2021,Holistic review of polysaccharides isolated from p
10.1016/j.ijbiomac.2022.09.246,1,Scopus,Scopus,Scopus:2-s2.0-85139294918,2022,Polysaccharides derived from Shenling Baizhu San i
10.1016/j.ijbiomac.2022.10.139,1,Scopus,Scopus,Scopus:2-s2.0-85140576761,2023,Polysaccharides from Chinese materia medica: Persp
10.1016/j.ijbiomac.2023.126484,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:001066930600001,2023,Preclinical pharmacokinetics-related pharmacologic
10.1016/j.ijbiomac.2023.128218,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001126349800001,2024,A chromosome-scale genome of Peucedanum praeruptor
10.1016/j.ijbiomac.2024.129455,1,Scopus,Scopus,Scopus:2-s2.0-85182745301,2024,Purification and structural characterization of tw
10.1016/j.ijbiomac.2024.130030,1,Scopus,Scopus,Scopus:2-s2.0-85185834613,2024,"The extraction, purification, structural features,"
10.1016/j.ijbiomac.2024.132888,1,Scopus,Scopus,Scopus:2-s2.0-85195405117,2024,Weaponizing chitosan and its derivatives in the ba
10.1016/j.ijbiomac.2024.135550,2,Scopus;WoS,WoS,WoS:WOS:001319344700001,2024,Effects and mechanisms of Polygonati Rhizoma polys
10.1016/j.ijbiomac.2024.136167,2,Scopus;WoS,WoS,WoS:WOS:001334884100001,2024,"Extraction, separation and efficacy of yam polysac"
10.1016/j.ijbiomac.2024.138201,1,Scopus,Scopus,Scopus:2-s2.0-85210533691,2025,Intradermal implantation of methotrexate-loaded pu
